Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Playoffs
246.0,Michael Kidd-Gilchrist,25.0,CHO,PF,64.0,3.0,1179.0,13.3,0.553,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,0.1,-2.3,-0.1,-2.4,-0.1,,2019,False
247.0,Wilson Chandler,31.0,2TM,SF,51.0,33.0,1177.0,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,0.5,1.0,1.5,0.062,-2.3,-0.5,-2.8,-0.2,,2019,False
247.0,Wilson Chandler,31.0,PHI,PF,36.0,32.0,951.0,9.1,0.561,0.57,0.087,5.0,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.074,-1.8,-0.2,-2.0,0.0,,2019,False
247.0,Wilson Chandler,31.0,LAC,SF,15.0,1.0,226.0,5.8,0.463,0.606,0.106,1.9,19.5,11.0,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0.0,0.009,-4.5,-1.6,-6.1,-0.2,,2019,False
248.0,Frank Jackson,20.0,NOP,PG,61.0,16.0,1169.0,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,,2019,False
249.0,James Johnson,31.0,MIA,PF,55.0,33.0,1164.0,10.9,0.522,0.393,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,0.062,-2.4,1.1,-1.2,0.2,,2019,False
250.0,Derrick Jones Jr.,21.0,MIA,SF,60.0,14.0,1153.0,14.0,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.5,1.0,-0.5,0.4,,2019,False
251.0,Victor Oladipo,26.0,IND,SG,36.0,36.0,1147.0,17.6,0.519,0.367,0.24,2.1,17.1,9.8,25.2,2.6,0.9,11.2,27.9,0.4,1.9,2.3,0.097,1.8,1.2,2.9,1.4,AS,2019,False
252.0,Dion Waiters,27.0,MIA,SG,44.0,28.0,1138.0,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.5,-0.6,-1.1,0.3,,2019,False
253.0,Allen Crabbe,26.0,BRK,SG,43.0,20.0,1133.0,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-2.4,-0.4,-2.8,-0.2,,2019,False
254.0,Norman Powell,25.0,TOR,SG,60.0,3.0,1126.0,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,1.0,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4,,2019,False
255.0,Trey Burke,26.0,2TM,PG,58.0,8.0,1125.0,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,,2019,False
255.0,Trey Burke,26.0,NYK,PG,33.0,7.0,689.0,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,0.9,-1.5,-0.6,0.2,,2019,False
255.0,Trey Burke,26.0,DAL,PG,25.0,1.0,436.0,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1.0,0.3,1.3,0.14,2.3,-1.2,1.2,0.3,,2019,False
256.0,Lance Stephenson,28.0,LAL,SG,68.0,3.0,1123.0,11.8,0.529,0.456,0.169,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1,,2019,False
257.0,Trey Lyles,23.0,DEN,PF,64.0,2.0,1120.0,12.7,0.5,0.404,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,,2019,False
258.0,Tim Frazier,28.0,2TM,PG,59.0,19.0,1120.0,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2.0,0.084,-1.4,-0.4,-1.8,0.1,,2019,False
258.0,Tim Frazier,28.0,NOP,PG,47.0,17.0,909.0,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-1.2,-0.2,-1.3,0.2,,2019,False
258.0,Tim Frazier,28.0,MIL,PG,12.0,2.0,211.0,11.8,0.523,0.364,0.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-2.4,-1.2,-3.6,-0.1,,2019,False
259.0,Wendell Carter Jr.,19.0,CHI,C,44.0,44.0,1110.0,15.2,0.541,0.086,0.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.2,0.6,-1.6,0.1,,2019,False
260.0,John Wall,28.0,WAS,PG,32.0,32.0,1104.0,18.0,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,,2019,False
261.0,Jonas Valančiūnas,26.0,2TM,C,49.0,27.0,1091.0,24.4,0.616,0.089,0.344,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,2.2,0.4,2.7,1.3,,2019,False
261.0,Jonas Valančiūnas,26.0,TOR,C,30.0,10.0,564.0,24.4,0.639,0.116,0.363,10.6,30.2,20.6,8.5,1.1,3.4,11.5,25.9,1.6,1.1,2.6,0.224,2.3,0.8,3.2,0.7,,2019,False
261.0,Jonas Valančiūnas,26.0,MEM,C,19.0,17.0,527.0,24.4,0.594,0.065,0.326,10.9,32.7,21.6,15.7,0.6,5.4,13.8,31.4,0.7,0.9,1.5,0.14,2.1,0.0,2.1,0.5,,2019,False
262.0,Ante Žižić,22.0,CLE,C,59.0,25.0,1082.0,16.2,0.59,0.0,0.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2.0,0.087,-1.1,-2.1,-3.2,-0.3,,2019,False
263.0,Anthony Tolliver,33.0,MIN,PF,65.0,0.0,1079.0,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1,,2019,False
264.0,Kenrich Williams,24.0,NOP,SF,46.0,29.0,1079.0,9.7,0.485,0.559,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0.0,,2019,False
265.0,Devin Harris,35.0,DAL,PG,68.0,2.0,1071.0,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-2.6,0.4,-2.2,-0.1,,2019,False
266.0,Yogi Ferrell,25.0,SAC,PG,71.0,3.0,1067.0,12.7,0.55,0.423,0.19,1.2,9.5,5.3,17.0,1.6,0.3,9.5,16.3,1.3,0.6,1.9,0.087,-1.0,-0.4,-1.4,0.2,,2019,False
267.0,Jonathon Simmons,29.0,2TM,SG,56.0,9.0,1064.0,8.5,0.466,0.297,0.277,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013,-3.9,-0.3,-4.2,-0.6,,2019,False
267.0,Jonathon Simmons,29.0,ORL,SG,41.0,9.0,845.0,7.4,0.445,0.29,0.252,2.9,9.9,6.3,15.7,1.0,1.4,15.0,19.3,-1.0,0.8,-0.2,-0.01,-4.6,-0.5,-5.2,-0.7,,2019,False
267.0,Jonathon Simmons,29.0,PHI,SF,15.0,0.0,219.0,12.9,0.553,0.328,0.391,2.0,10.3,6.3,20.7,2.4,0.4,13.8,16.7,0.2,0.2,0.5,0.101,-1.3,0.5,-0.8,0.1,,2019,False
268.0,Caris LeVert,24.0,BRK,SF,40.0,25.0,1063.0,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,0.077,-0.3,0.5,0.2,0.6,,2019,False
269.0,Quinn Cook,25.0,GSW,PG,74.0,10.0,1059.0,13.1,0.565,0.456,0.059,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.082,-0.5,-1.6,-2.1,0.0,,2019,False
270.0,Nerlens Noel,24.0,OKC,C,77.0,2.0,1055.0,19.3,0.608,0.0,0.286,12.1,20.0,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,0.198,-1.2,3.3,2.1,1.1,,2019,False
271.0,Ivica Zubac,21.0,2TM,C,59.0,37.0,1040.0,18.9,0.604,0.0,0.332,11.9,24.2,18.2,9.1,0.6,4.0,13.9,20.3,1.9,1.3,3.2,0.148,-0.2,-0.2,-0.5,0.4,,2019,False
271.0,Ivica Zubac,21.0,LAL,C,33.0,12.0,516.0,19.5,0.633,0.0,0.342,11.0,21.2,16.2,7.3,0.4,4.3,12.9,20.5,1.1,0.6,1.8,0.165,-0.3,0.1,-0.2,0.2,,2019,False
271.0,Ivica Zubac,21.0,LAC,C,26.0,25.0,524.0,18.3,0.574,0.0,0.323,12.7,27.2,20.2,10.9,0.9,3.6,14.8,20.1,0.7,0.7,1.4,0.132,-0.2,-0.5,-0.7,0.2,,2019,False
272.0,Sterling Brown,23.0,MIL,SG,58.0,7.0,1034.0,10.9,0.563,0.471,0.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1,,2019,False
273.0,Gorgui Dieng,29.0,MIN,C,76.0,2.0,1031.0,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.3,0.9,0.6,0.7,,2019,False
274.0,Nik Stauskas,25.0,2TM,SG,68.0,0.0,1015.0,10.9,0.545,0.556,0.189,1.9,11.7,6.8,11.1,1.0,0.6,12.2,17.6,0.6,0.5,1.1,0.052,-0.7,-1.2,-1.9,0.0,,2019,False
274.0,Nik Stauskas,25.0,POR,SG,44.0,0.0,673.0,10.8,0.545,0.546,0.157,1.6,10.8,6.3,12.6,1.0,0.5,14.0,17.9,0.3,0.4,0.8,0.055,-0.9,-0.8,-1.6,0.1,,2019,False
274.0,Nik Stauskas,25.0,CLE,SG,24.0,0.0,342.0,11.3,0.544,0.578,0.257,2.5,13.2,7.6,8.0,1.0,0.8,8.3,16.9,0.3,0.0,0.3,0.046,-0.5,-2.1,-2.5,0.0,,2019,False
275.0,Alfonzo McKinnie,26.0,GSW,SF,72.0,5.0,1003.0,11.2,0.569,0.429,0.175,9.0,16.9,13.1,4.0,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,,2019,False
276.0,Tony Parker,36.0,CHO,PG,56.0,0.0,1003.0,15.3,0.512,0.11,0.268,1.5,7.6,4.5,33.3,1.0,0.6,12.7,25.5,0.6,0.3,0.9,0.044,-0.3,-2.3,-2.6,-0.1,,2019,False
277.0,Goran Dragić,32.0,MIA,PG,36.0,22.0,991.0,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,-0.5,-0.6,-1.1,0.2,,2019,False
278.0,David Nwaba,26.0,CLE,SF,51.0,14.0,984.0,12.5,0.558,0.286,0.324,4.4,14.4,9.2,8.1,1.8,1.5,8.8,14.6,1.1,0.3,1.4,0.069,-1.8,-0.3,-2.1,0.0,,2019,False
279.0,De'Anthony Melton,20.0,PHO,PG,50.0,31.0,984.0,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15.0,-0.8,0.8,0.0,0.002,-3.8,1.1,-2.7,-0.2,,2019,False
280.0,Shabazz Napier,27.0,BRK,PG,56.0,2.0,983.0,15.3,0.534,0.524,0.317,1.9,8.7,5.3,22.2,2.0,1.3,11.7,24.0,1.0,1.0,2.0,0.098,0.9,0.6,1.5,0.9,,2019,False
281.0,Danuel House Jr.,25.0,HOU,SF,39.0,13.0,979.0,12.2,0.646,0.706,0.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,0.113,0.1,-0.5,-0.5,0.4,,2019,False
282.0,Ian Clark,27.0,NOP,SG,60.0,6.0,973.0,8.3,0.502,0.527,0.097,1.4,8.0,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-3.3,-1.8,-5.1,-0.8,,2019,False
283.0,Thon Maker,21.0,2TM,PF,64.0,5.0,972.0,11.3,0.53,0.571,0.313,4.5,17.4,11.0,6.3,1.0,4.4,9.8,14.8,0.5,1.5,2.0,0.099,-2.2,1.0,-1.2,0.2,,2019,False
283.0,Thon Maker,21.0,MIL,C,35.0,0.0,409.0,12.9,0.546,0.582,0.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.3,1.3,0.0,0.2,,2019,False
283.0,Thon Maker,21.0,DET,PF,29.0,5.0,563.0,10.2,0.514,0.56,0.351,4.5,16.5,10.3,6.7,1.0,5.0,13.4,13.7,0.1,0.8,0.9,0.075,-2.9,0.8,-2.1,0.0,,2019,False
284.0,Shaun Livingston,33.0,GSW,PG,64.0,0.0,967.0,11.7,0.555,0.01,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12.0,1.2,0.9,2.0,0.101,-1.7,0.7,-1.0,0.2,,2019,False
285.0,Elie Okobo,21.0,PHO,PG,53.0,16.0,958.0,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17.0,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,,2019,False
286.0,Jerian Grant,26.0,ORL,PG,60.0,1.0,939.0,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,0.5,1.1,1.7,0.085,-2.9,1.3,-1.6,0.1,,2019,False
287.0,Jahlil Okafor,23.0,NOP,C,59.0,24.0,935.0,17.9,0.603,0.014,0.246,9.2,21.4,15.4,6.3,0.7,3.5,11.5,19.9,1.4,0.8,2.2,0.115,-0.6,-0.9,-1.5,0.1,,2019,False
288.0,Dante Cunningham,31.0,SAS,PF,64.0,21.0,928.0,10.2,0.585,0.411,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.097,-1.3,0.6,-0.6,0.3,,2019,False
289.0,Daniel Theis,26.0,BOS,C,66.0,2.0,908.0,17.0,0.624,0.252,0.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0.0,0.5,,2019,False
290.0,Frank Ntilikina,20.0,NYK,PG,43.0,16.0,904.0,6.0,0.417,0.408,0.106,1.4,8.9,5.0,19.5,1.6,1.3,15.9,16.6,-1.3,0.4,-0.8,-0.045,-5.2,-0.8,-6.0,-0.9,,2019,False
291.0,Cheick Diallo,22.0,NOP,PF,64.0,1.0,896.0,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,1.4,1.2,2.6,0.14,-1.1,0.1,-0.9,0.2,,2019,False
292.0,Chandler Hutchison,22.0,CHI,SF,44.0,14.0,895.0,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.4,-0.5,-3.9,-0.4,,2019,False
293.0,D.J. Wilson,22.0,MIL,PF,48.0,3.0,882.0,10.3,0.515,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,0.3,1.4,1.7,0.093,-2.4,0.2,-2.2,0.0,,2019,False
294.0,Zaza Pachulia,34.0,DET,C,68.0,3.0,878.0,13.7,0.539,0.021,0.642,11.9,21.5,16.5,14.7,1.7,1.6,18.7,15.0,1.1,1.3,2.3,0.128,-2.8,1.6,-1.2,0.2,,2019,False
295.0,Meyers Leonard,26.0,POR,C,61.0,2.0,878.0,15.8,0.675,0.459,0.211,6.1,21.8,14.2,11.8,0.7,0.8,14.0,14.8,2.1,0.9,3.0,0.164,1.5,0.3,1.8,0.8,,2019,False
296.0,Solomon Hill,27.0,NOP,SF,44.0,15.0,878.0,6.8,0.497,0.567,0.18,4.1,11.5,7.8,7.6,1.2,0.9,13.9,10.4,0.1,0.4,0.5,0.029,-3.1,-0.4,-3.6,-0.3,,2019,False
297.0,Tyson Chandler,36.0,2TM,C,55.0,6.0,875.0,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0.0,,2019,False
297.0,Tyson Chandler,36.0,PHO,C,7.0,0.0,89.0,11.5,0.653,0.0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,0.1,0.1,0.2,0.092,-4.8,0.2,-4.6,-0.1,,2019,False
297.0,Tyson Chandler,36.0,LAL,C,48.0,6.0,786.0,11.2,0.626,0.011,0.793,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,0.9,1.1,1.9,0.117,-2.7,0.9,-1.8,0.0,,2019,False
298.0,Patrick Patterson,29.0,OKC,PF,63.0,5.0,861.0,8.1,0.493,0.626,0.137,4.9,13.0,8.8,4.6,0.9,1.3,8.7,12.0,0.2,0.9,1.1,0.064,-2.0,-0.4,-2.5,-0.1,,2019,False
299.0,C.J. Miles,31.0,2TM,SF,53.0,1.0,856.0,9.0,0.504,0.653,0.186,1.7,10.3,6.1,6.0,1.5,1.5,8.2,18.6,-0.2,0.9,0.7,0.041,-2.4,-0.5,-2.9,-0.2,,2019,False
299.0,C.J. Miles,31.0,TOR,SF,40.0,1.0,562.0,8.0,0.484,0.665,0.214,2.4,10.5,6.5,5.2,1.5,1.5,8.5,18.8,-0.3,0.7,0.4,0.035,-3.2,-0.4,-3.6,-0.2,,2019,False
299.0,C.J. Miles,31.0,MEM,SF,13.0,0.0,294.0,10.8,0.544,0.629,0.133,0.4,10.1,5.2,7.4,1.4,1.6,7.5,18.3,0.1,0.3,0.3,0.054,-0.8,-0.8,-1.5,0.0,,2019,False
300.0,Antonio Blakeney,22.0,CHI,SG,57.0,3.0,829.0,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7,,2019,False
301.0,Dragan Bender,21.0,PHO,PF,46.0,27.0,826.0,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,0.0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5,,2019,False
302.0,Aron Baynes,32.0,BOS,C,51.0,18.0,821.0,14.0,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1,,2019,False
303.0,Harry Giles,20.0,SAC,PF,58.0,0.0,820.0,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.056,-3.4,0.4,-3.0,-0.2,,2019,False
304.0,Willy Hernangómez,24.0,CHO,C,58.0,3.0,812.0,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1.0,2.1,13.9,22.1,1.8,0.8,2.6,0.153,1.1,-1.1,-0.1,0.4,,2019,False
305.0,Matthew Dellavedova,28.0,2TM,PG,48.0,0.0,812.0,11.1,0.532,0.537,0.215,0.8,9.9,5.2,31.9,0.8,0.2,20.4,17.9,0.5,0.0,0.5,0.028,-1.7,-2.8,-4.4,-0.5,,2019,False
305.0,Matthew Dellavedova,28.0,MIL,PG,12.0,0.0,97.0,7.5,0.482,0.579,0.211,0.0,9.9,5.2,35.7,1.0,0.0,34.6,13.7,0.0,0.1,0.1,0.043,-3.5,-0.6,-4.1,-0.1,,2019,False
305.0,Matthew Dellavedova,28.0,CLE,PG,36.0,0.0,715.0,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-1.4,-3.0,-4.5,-0.4,,2019,False
306.0,Omari Spellman,21.0,ATL,PF,46.0,11.0,805.0,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,,2019,False
307.0,Bruno Caboclo,23.0,MEM,PF,34.0,19.0,800.0,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,,2019,False
308.0,Dirk Nowitzki,40.0,DAL,PF,51.0,20.0,795.0,9.6,0.469,0.545,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,-0.5,0.8,0.3,0.016,-2.7,-1.2,-3.9,-0.4,AS,2019,False
309.0,Jordan Bell,24.0,GSW,C,68.0,3.0,788.0,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2,,2019,False
310.0,Sam Dekker,24.0,2TM,PF,47.0,5.0,788.0,13.3,0.519,0.242,0.18,7.2,13.5,10.2,8.3,2.3,0.7,8.0,16.2,0.6,0.5,1.0,0.064,-1.0,-0.7,-1.8,0.1,,2019,False
310.0,Sam Dekker,24.0,CLE,PF,9.0,5.0,169.0,14.0,0.544,0.271,0.208,5.7,16.5,10.8,7.9,3.2,0.0,8.7,14.9,0.2,0.1,0.3,0.08,-0.9,-0.1,-1.1,0.0,,2019,False
310.0,Sam Dekker,24.0,WAS,PF,38.0,0.0,619.0,13.2,0.514,0.236,0.173,7.6,12.6,10.1,8.4,2.1,1.0,7.8,16.6,0.4,0.4,0.8,0.059,-1.0,-0.9,-1.9,0.0,,2019,False
311.0,Luke Kornet,23.0,NYK,C,46.0,18.0,784.0,14.8,0.531,0.682,0.163,3.6,14.6,9.0,10.5,1.7,4.5,7.6,17.9,0.6,0.7,1.4,0.083,1.4,0.7,2.0,0.8,,2019,False
312.0,Bismack Biyombo,26.0,CHO,C,54.0,32.0,783.0,14.4,0.602,0.0,0.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2.0,0.125,-2.4,0.0,-2.5,-0.1,,2019,False
313.0,Lance Thomas,30.0,NYK,PF,46.0,17.0,783.0,6.4,0.482,0.401,0.183,2.7,13.1,7.8,5.0,1.0,0.8,10.1,12.9,-0.3,0.3,0.1,0.004,-4.8,-0.9,-5.7,-0.7,,2019,False
314.0,DeMarcus Cousins,28.0,GSW,C,30.0,30.0,771.0,21.4,0.562,0.256,0.388,6.2,27.0,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3.0,1.0,,2019,False
315.0,Mo Bamba,20.0,ORL,C,47.0,1.0,766.0,14.9,0.539,0.288,0.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1,,2019,False
316.0,Troy Daniels,27.0,PHO,SG,51.0,1.0,760.0,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.7,-2.0,-3.7,-0.3,,2019,False
317.0,Dwayne Bacon,23.0,CHO,SG,43.0,13.0,759.0,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,,2019,False
318.0,Frank Kaminsky,25.0,CHO,C,47.0,0.0,755.0,16.8,0.587,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.4,-1.1,0.3,0.4,,2019,False
319.0,J.J. Barea,34.0,DAL,PG,38.0,0.0,752.0,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1.0,0.064,1.2,-1.8,-0.6,0.3,,2019,False
320.0,Marcin Gortat,34.0,LAC,C,47.0,43.0,751.0,12.8,0.562,0.0,0.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,0.089,-1.7,0.4,-1.3,0.1,,2019,False
321.0,Cristiano Felício,26.0,CHI,C,60.0,0.0,746.0,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2.0,-2.1,-4.1,-0.4,,2019,False
322.0,Chasson Randle,25.0,WAS,PG,49.0,2.0,743.0,9.9,0.555,0.53,0.286,1.4,6.8,4.1,17.5,1.6,0.3,15.0,16.4,0.4,0.2,0.6,0.041,-2.7,-1.3,-4.0,-0.4,,2019,False
323.0,Brandon Knight,27.0,2TM,PG,39.0,26.0,736.0,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0.0,0.0,-0.002,-3.5,-2.0,-5.4,-0.6,,2019,False
323.0,Brandon Knight,27.0,HOU,PG,12.0,0.0,118.0,0.8,0.347,0.681,0.234,0.9,7.7,4.2,10.6,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.113,-9.5,-2.9,-12.4,-0.3,,2019,False
323.0,Brandon Knight,27.0,CLE,PG,27.0,26.0,618.0,10.5,0.515,0.455,0.108,1.5,7.7,4.5,15.1,1.5,0.3,10.1,17.6,0.3,0.0,0.2,0.019,-2.3,-1.8,-4.1,-0.3,,2019,False
324.0,Troy Brown Jr.,19.0,WAS,SF,52.0,10.0,730.0,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-1.7,-1.0,-2.7,-0.1,,2019,False
325.0,Kenneth Faried,29.0,2TM,C,37.0,13.0,728.0,21.6,0.622,0.094,0.374,14.4,23.4,18.8,4.6,1.1,2.7,9.7,20.3,2.1,0.9,2.9,0.193,1.3,-1.5,-0.2,0.3,,2019,False
325.0,Kenneth Faried,29.0,BRK,C,12.0,0.0,118.0,20.5,0.622,0.119,0.381,13.4,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.168,1.5,-1.1,0.4,0.1,,2019,False
325.0,Kenneth Faried,29.0,HOU,C,25.0,13.0,610.0,21.8,0.622,0.09,0.372,14.6,23.0,18.7,4.9,1.2,2.6,9.4,20.4,1.8,0.7,2.5,0.198,1.3,-1.6,-0.4,0.3,,2019,False
326.0,Ivan Rabb,21.0,MEM,PF,49.0,13.0,721.0,16.1,0.586,0.071,0.325,10.7,21.5,16.0,12.0,1.2,1.8,12.6,17.2,1.2,0.9,2.1,0.137,-1.1,-0.3,-1.4,0.1,,2019,False
327.0,Treveon Graham,25.0,BRK,SG,35.0,21.0,715.0,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-3.7,0.0,-3.7,-0.3,,2019,False
328.0,Cameron Payne,24.0,2TM,PG,40.0,13.0,712.0,11.5,0.519,0.377,0.184,2.0,9.2,5.5,21.8,1.9,1.1,15.7,17.6,0.1,0.3,0.5,0.031,-2.3,-0.7,-3.0,-0.2,,2019,False
